,direct_fixed,division_fixed,eff_year,award_id,total_funding
997,Directorate For Mathematical & Physical Sciences,division of physics,1997,226,109253025
998,Directorate For Mathematical & Physical Sciences,division of physics,1998,207,86986030
999,Directorate For Mathematical & Physical Sciences,division of physics,1999,189,252985344
1000,Directorate For Mathematical & Physical Sciences,division of physics,2000,222,89897305
1001,Directorate For Mathematical & Physical Sciences,division of physics,2001,214,455990891
1002,Directorate For Mathematical & Physical Sciences,division of physics,2002,194,136548342
1003,Directorate For Mathematical & Physical Sciences,division of physics,2003,277,228586906
1004,Directorate For Mathematical & Physical Sciences,division of physics,2004,218,118429798
1005,Directorate For Mathematical & Physical Sciences,division of physics,2005,180,133969895
1006,Directorate For Mathematical & Physical Sciences,division of physics,2006,245,277814833
1007,Directorate For Mathematical & Physical Sciences,division of physics,2007,249,209457509
1008,Directorate For Mathematical & Physical Sciences,division of physics,2008,189,167516502
1009,Directorate For Mathematical & Physical Sciences,division of physics,2009,320,151637411
1010,Directorate For Mathematical & Physical Sciences,division of physics,2010,220,116536773
1011,Directorate For Mathematical & Physical Sciences,division of physics,2011,167,165954825
1012,Directorate For Mathematical & Physical Sciences,division of physics,2012,173,147244872
1013,Directorate For Mathematical & Physical Sciences,division of physics,2013,151,83026612
1014,Directorate For Mathematical & Physical Sciences,division of physics,2014,181,167827050
1015,Directorate For Mathematical & Physical Sciences,division of physics,2015,256,161501405
1016,Directorate For Mathematical & Physical Sciences,division of physics,2016,269,235224326
1017,Directorate For Mathematical & Physical Sciences,division of physics,2017,281,219376900
1018,Directorate For Mathematical & Physical Sciences,division of physics,2018,355,239295071
1019,Directorate For Mathematical & Physical Sciences,division of physics,2019,267,79585258
1020,Directorate For Mathematical & Physical Sciences,large facilities office,2015,1,46032
1021,Directorate For Mathematical & Physical Sciences,large facilities office,2016,6,1798066
1022,Directorate For Mathematical & Physical Sciences,large facilities office,2017,4,1256926
1023,Directorate For Mathematical & Physical Sciences,large facilities office,2019,31,29993644
1024,Directorate For Mathematical & Physical Sciences,large facilities office,2020,6,5305770
1026,Directorate for Biological Sciences,directorate for biological sciences,1962,1,0
1027,Directorate for Biological Sciences,directorate for biological sciences,1963,1,15000
1028,Directorate for Biological Sciences,directorate for biological sciences,1965,1,144000
1029,Directorate for Biological Sciences,directorate for biological sciences,1966,1,37150
1030,Directorate for Biological Sciences,directorate for biological sciences,1967,2,8000
1031,Directorate for Biological Sciences,directorate for biological sciences,1968,3,74000
1032,Directorate for Biological Sciences,directorate for biological sciences,1969,8,247300
1033,Directorate for Biological Sciences,directorate for biological sciences,1970,3,134600
1034,Directorate for Biological Sciences,directorate for biological sciences,1971,14,323550
1035,Directorate for Biological Sciences,directorate for biological sciences,1972,7,70550
1036,Directorate for Biological Sciences,directorate for biological sciences,1973,2,82400
1037,Directorate for Biological Sciences,directorate for biological sciences,1974,2,17500
1038,Directorate for Biological Sciences,directorate for biological sciences,1975,2,11210
1039,Directorate for Biological Sciences,directorate for biological sciences,1976,20,29488
1040,Directorate for Biological Sciences,directorate for biological sciences,1977,32,82837
1041,Directorate for Biological Sciences,directorate for biological sciences,1980,1,148600
1042,Directorate for Biological Sciences,directorate for biological sciences,1982,1,18200
1043,Directorate for Biological Sciences,directorate for biological sciences,1983,1,30500
1044,Directorate for Biological Sciences,directorate for biological sciences,1984,7,1013666
1045,Directorate for Biological Sciences,directorate for biological sciences,1986,1,0
1046,Directorate for Biological Sciences,directorate for biological sciences,1987,172,28099796
1047,Directorate for Biological Sciences,directorate for biological sciences,1988,43,2069830
1048,Directorate for Biological Sciences,directorate for biological sciences,1989,2,265070
1049,Directorate for Biological Sciences,directorate for biological sciences,1990,4,186250
1050,Directorate for Biological Sciences,directorate for biological sciences,1991,37,2758163
1051,Directorate for Biological Sciences,directorate for biological sciences,1992,20,883030
1052,Directorate for Biological Sciences,directorate for biological sciences,1997,1,99123
1053,Directorate for Biological Sciences,directorate for biological sciences,1999,1,3327
1054,Directorate for Biological Sciences,directorate for biological sciences,2005,2,73000
1055,Directorate for Biological Sciences,directorate for biological sciences,2008,1,12000
1056,Directorate for Biological Sciences,directorate for biological sciences,2012,1,455210
1057,Directorate for Biological Sciences,directorate for biological sciences,2017,1,14000
1059,Directorate for Biological Sciences,division of behavioral and neural sciences,1971,2,39750
1060,Directorate for Biological Sciences,division of behavioral and neural sciences,1972,25,1558700
1061,Directorate for Biological Sciences,division of behavioral and neural sciences,1973,16,1115181
1062,Directorate for Biological Sciences,division of behavioral and neural sciences,1974,59,4268000
1063,Directorate for Biological Sciences,division of behavioral and neural sciences,1975,89,7408646
1064,Directorate for Biological Sciences,division of behavioral and neural sciences,1976,93,10115151
1065,Directorate for Biological Sciences,division of behavioral and neural sciences,1977,96,7382531
1066,Directorate for Biological Sciences,division of behavioral and neural sciences,1978,96,7071928
1067,Directorate for Biological Sciences,division of behavioral and neural sciences,1979,109,10644250
1068,Directorate for Biological Sciences,division of behavioral and neural sciences,1980,76,9080613
1069,Directorate for Biological Sciences,division of behavioral and neural sciences,1981,84,10791204
1070,Directorate for Biological Sciences,division of behavioral and neural sciences,1982,95,11357628
1071,Directorate for Biological Sciences,division of behavioral and neural sciences,1983,86,10763065
1072,Directorate for Biological Sciences,division of behavioral and neural sciences,1984,18,3780346
1073,Directorate for Biological Sciences,division of behavioral and neural sciences,1986,1,22400
1076,Directorate for Biological Sciences,division of biological infrastructure,1968,1,45200
1077,Directorate for Biological Sciences,division of biological infrastructure,1970,1,45700
1078,Directorate for Biological Sciences,division of biological infrastructure,1971,3,121000
1079,Directorate for Biological Sciences,division of biological infrastructure,1972,2,41048
1080,Directorate for Biological Sciences,division of biological infrastructure,1973,9,432500
1081,Directorate for Biological Sciences,division of biological infrastructure,1974,23,534400
1082,Directorate for Biological Sciences,division of biological infrastructure,1975,30,787300
1083,Directorate for Biological Sciences,division of biological infrastructure,1976,36,1238155
1084,Directorate for Biological Sciences,division of biological infrastructure,1977,46,1286736
